SECTION Comments
Name "D:\study\help\design\data\data9.csv"
Creator "graph_hash_of_mixed_weighted_save_for_GSTP"
END

lambda 1

input_graph |V|=112 |E|=336
group_graph Vertex 113 0.0000000000
group_graph Vertex 112 0.0000000000
group_graph Vertex 58 0.0000000000
group_graph Vertex 57 0.0000000000
group_graph Vertex 56 0.0000000000
group_graph Vertex 55 0.0000000000
group_graph Vertex 54 0.0000000000
group_graph Vertex 53 0.0000000000
group_graph Vertex 52 0.0000000000
group_graph Vertex 51 0.0000000000
group_graph Vertex 50 0.0000000000
group_graph Vertex 49 0.0000000000
group_graph Vertex 48 0.0000000000
group_graph Vertex 47 0.0000000000
group_graph Vertex 46 0.0000000000
group_graph Vertex 45 0.0000000000
group_graph Vertex 44 0.0000000000
group_graph Vertex 43 0.0000000000
group_graph Vertex 42 0.0000000000
group_graph Vertex 41 0.0000000000
group_graph Vertex 40 0.0000000000
group_graph Vertex 39 0.0000000000
group_graph Vertex 38 0.0000000000
group_graph Vertex 37 0.0000000000
group_graph Vertex 36 0.0000000000
group_graph Vertex 35 0.0000000000
group_graph Vertex 34 0.0000000000
group_graph Vertex 33 0.0000000000
group_graph Vertex 32 0.0000000000
group_graph Vertex 31 0.0000000000
group_graph Vertex 30 0.0000000000
group_graph Vertex 29 0.0000000000
group_graph Vertex 12 0.0000000000
group_graph Vertex 11 0.0000000000
group_graph Vertex 10 0.0000000000
group_graph Vertex 9 0.0000000000
group_graph Vertex 8 0.0000000000
group_graph Vertex 7 0.0000000000
group_graph Vertex 6 0.0000000000
group_graph Vertex 5 0.0000000000
group_graph Vertex 4 0.0000000000
group_graph Vertex 3 0.0000000000
group_graph Vertex 2 0.0000000000
group_graph Vertex 1 0.0000000000
group_graph Vertex 0 0.0000000000
group_graph Vertex 13 0.0000000000
group_graph Vertex 14 0.0000000000
group_graph Vertex 15 0.0000000000
group_graph Vertex 16 0.0000000000
group_graph Vertex 17 0.0000000000
group_graph Vertex 18 0.0000000000
group_graph Vertex 19 0.0000000000
group_graph Vertex 20 0.0000000000
group_graph Vertex 21 0.0000000000
group_graph Vertex 22 0.0000000000
group_graph Vertex 83 0.0000000000
group_graph Vertex 24 0.0000000000
group_graph Vertex 84 0.0000000000
group_graph Vertex 25 0.0000000000
group_graph Vertex 85 0.0000000000
group_graph Vertex 26 0.0000000000
group_graph Vertex 86 0.0000000000
group_graph Vertex 27 0.0000000000
group_graph Vertex 87 0.0000000000
group_graph Vertex 28 0.0000000000
group_graph Vertex 88 0.0000000000
group_graph Vertex 89 0.0000000000
group_graph Vertex 90 0.0000000000
group_graph Vertex 91 0.0000000000
group_graph Vertex 92 0.0000000000
group_graph Vertex 93 0.0000000000
group_graph Vertex 94 0.0000000000
group_graph Vertex 95 0.0000000000
group_graph Vertex 96 0.0000000000
group_graph Vertex 97 0.0000000000
group_graph Vertex 98 0.0000000000
group_graph Vertex 111 0.0000000000
group_graph Vertex 110 0.0000000000
group_graph Vertex 109 0.0000000000
group_graph Vertex 108 0.0000000000
group_graph Vertex 107 0.0000000000
group_graph Vertex 106 0.0000000000
group_graph Vertex 105 0.0000000000
group_graph Vertex 104 0.0000000000
group_graph Vertex 103 0.0000000000
group_graph Vertex 102 0.0000000000
group_graph Vertex 101 0.0000000000
group_graph Vertex 100 0.0000000000
group_graph Vertex 99 0.0000000000
group_graph Vertex 82 0.0000000000
group_graph Vertex 23 0.0000000000
group_graph Vertex 81 0.0000000000
group_graph Vertex 80 0.0000000000
group_graph Vertex 79 0.0000000000
group_graph Vertex 78 0.0000000000
group_graph Vertex 77 0.0000000000
group_graph Vertex 76 0.0000000000
group_graph Vertex 75 0.0000000000
group_graph Vertex 74 0.0000000000
group_graph Vertex 73 0.0000000000
group_graph Vertex 72 0.0000000000
group_graph Vertex 71 0.0000000000
group_graph Vertex 70 0.0000000000
group_graph Vertex 69 0.0000000000
group_graph Vertex 68 0.0000000000
group_graph Vertex 67 0.0000000000
group_graph Vertex 66 0.0000000000
group_graph Vertex 65 0.0000000000
group_graph Vertex 64 0.0000000000
group_graph Vertex 63 0.0000000000
group_graph Vertex 62 0.0000000000
group_graph Vertex 61 0.0000000000
group_graph Vertex 60 0.0000000000
group_graph Vertex 59 0.0000000000

group_graph Edge 49 112 1
group_graph Edge 44 113 1
group_graph Edge 40 112 1
group_graph Edge 30 115 1
group_graph Edge 105 116 1
group_graph Edge 23 114 1
group_graph Edge 70 113 1
group_graph Edge 67 112 1

|T|=5
group_vertices 116
group_vertices 115
group_vertices 114
group_vertices 113
group_vertices 112

EOF
