SECTION Comments
Name "D:\study\help\design\data\data8.csv"
Creator "graph_hash_of_mixed_weighted_save_for_GSTP"
END

lambda 1

input_graph |V|=100 |E|=200
group_graph Vertex 10 0.0000000000
group_graph Vertex 9 0.0000000000
group_graph Vertex 8 0.0000000000
group_graph Vertex 7 0.0000000000
group_graph Vertex 6 0.0000000000
group_graph Vertex 5 0.0000000000
group_graph Vertex 4 0.0000000000
group_graph Vertex 3 0.0000000000
group_graph Vertex 2 0.0000000000
group_graph Vertex 71 0.0000000000
group_graph Vertex 72 0.0000000000
group_graph Vertex 13 0.0000000000
group_graph Vertex 73 0.0000000000
group_graph Vertex 14 0.0000000000
group_graph Vertex 74 0.0000000000
group_graph Vertex 15 0.0000000000
group_graph Vertex 75 0.0000000000
group_graph Vertex 16 0.0000000000
group_graph Vertex 76 0.0000000000
group_graph Vertex 17 0.0000000000
group_graph Vertex 77 0.0000000000
group_graph Vertex 18 0.0000000000
group_graph Vertex 78 0.0000000000
group_graph Vertex 19 0.0000000000
group_graph Vertex 79 0.0000000000
group_graph Vertex 20 0.0000000000
group_graph Vertex 80 0.0000000000
group_graph Vertex 21 0.0000000000
group_graph Vertex 81 0.0000000000
group_graph Vertex 22 0.0000000000
group_graph Vertex 82 0.0000000000
group_graph Vertex 23 0.0000000000
group_graph Vertex 83 0.0000000000
group_graph Vertex 24 0.0000000000
group_graph Vertex 84 0.0000000000
group_graph Vertex 25 0.0000000000
group_graph Vertex 85 0.0000000000
group_graph Vertex 26 0.0000000000
group_graph Vertex 86 0.0000000000
group_graph Vertex 27 0.0000000000
group_graph Vertex 99 0.0000000000
group_graph Vertex 98 0.0000000000
group_graph Vertex 97 0.0000000000
group_graph Vertex 96 0.0000000000
group_graph Vertex 95 0.0000000000
group_graph Vertex 94 0.0000000000
group_graph Vertex 93 0.0000000000
group_graph Vertex 92 0.0000000000
group_graph Vertex 91 0.0000000000
group_graph Vertex 90 0.0000000000
group_graph Vertex 89 0.0000000000
group_graph Vertex 88 0.0000000000
group_graph Vertex 87 0.0000000000
group_graph Vertex 28 0.0000000000
group_graph Vertex 70 0.0000000000
group_graph Vertex 69 0.0000000000
group_graph Vertex 68 0.0000000000
group_graph Vertex 67 0.0000000000
group_graph Vertex 66 0.0000000000
group_graph Vertex 65 0.0000000000
group_graph Vertex 64 0.0000000000
group_graph Vertex 63 0.0000000000
group_graph Vertex 62 0.0000000000
group_graph Vertex 61 0.0000000000
group_graph Vertex 60 0.0000000000
group_graph Vertex 1 0.0000000000
group_graph Vertex 59 0.0000000000
group_graph Vertex 0 0.0000000000

group_graph Edge 50 100 1
group_graph Edge 46 101 1
group_graph Edge 42 100 1
group_graph Edge 33 103 1
group_graph Edge 17 102 1
group_graph Edge 94 104 1
group_graph Edge 63 101 1
group_graph Edge 60 100 1

|T|=5
group_vertices 104
group_vertices 103
group_vertices 102
group_vertices 101
group_vertices 100

EOF
